,date,weekly_sales,holiday_flag,temperature,fuel_price, cpi ,unemployment,year,hour,day,month
68,2011-05-27,1466047.0,normal week,77.72,3.786,216,7.682,2011,0,4,May
69,2011-06-03,1635078.0,normal week,83.0,3.699,215,7.682,2011,0,4,June
70,2011-06-10,1588948.0,normal week,83.13,3.648,215,7.682,2011,0,4,June
71,2011-06-17,1532115.0,normal week,86.41,3.637,215,7.682,2011,0,4,June
72,2011-06-24,1438830.0,normal week,83.58,3.594,215,7.682,2011,0,4,June
73,2011-07-01,1488538.0,normal week,85.55,3.524,215,7.962,2011,0,4,July
74,2011-07-08,1534850.0,normal week,85.83,3.48,215,7.962,2011,0,4,July
75,2011-07-15,1455120.0,normal week,88.54,3.575,215,7.962,2011,0,4,July
76,2011-07-22,1396927.0,normal week,85.77,3.651,215,7.962,2011,0,4,July
77,2011-07-29,1352220.0,normal week,86.83,3.682,215,7.962,2011,0,4,July
78,2011-08-05,1624384.0,normal week,91.65,3.684,216,7.962,2011,0,4,August
79,2011-08-12,1525147.0,normal week,90.76,3.638,216,7.962,2011,0,4,August
80,2011-08-19,1530761.0,normal week,89.94,3.554,216,7.962,2011,0,4,August
81,2011-08-26,1464693.0,normal week,87.96,3.523,216,7.962,2011,0,4,August
82,2011-09-02,1550229.0,normal week,87.83,3.533,216,7.962,2011,0,4,September
83,2011-09-09,1540471.0,holiday week,76.0,3.546,216,7.962,2011,0,4,September
84,2011-09-16,1514260.0,normal week,79.94,3.526,216,7.962,2011,0,4,September
85,2011-09-23,1380020.0,normal week,75.8,3.467,216,7.962,2011,0,4,September
86,2011-09-30,1394562.0,normal week,79.69,3.355,217,7.962,2011,0,4,September
87,2011-10-07,1630990.0,normal week,69.31,3.285,217,7.866,2011,0,4,October
88,2011-10-14,1493526.0,normal week,71.74,3.274,217,7.866,2011,0,4,October
89,2011-10-21,1502563.0,normal week,63.71,3.353,218,7.866,2011,0,4,October
90,2011-10-28,1445249.0,normal week,66.57,3.372,218,7.866,2011,0,4,October
91,2011-11-04,1697230.0,normal week,54.98,3.332,218,7.866,2011,0,4,November
92,2011-11-11,1594939.0,normal week,59.11,3.297,218,7.866,2011,0,4,November
93,2011-11-18,1539484.0,normal week,62.25,3.308,218,7.866,2011,0,4,November
94,2011-11-25,2033321.0,holiday week,60.14,3.236,218,7.866,2011,0,4,November
95,2011-12-02,1584084.0,normal week,48.91,3.172,219,7.866,2011,0,4,December
96,2011-12-09,1799682.0,normal week,43.93,3.158,219,7.866,2011,0,4,December
97,2011-12-16,1881177.0,normal week,51.63,3.159,219,7.866,2011,0,4,December
98,2011-12-23,2270189.0,normal week,47.96,3.112,219,7.866,2011,0,4,December
99,2011-12-30,1497463.0,holiday week,44.55,3.129,220,7.866,2011,0,4,December
100,2012-01-06,1550370.0,normal week,49.01,3.157,220,7.348,2012,0,4,January
101,2012-01-13,1459601.0,normal week,48.53,3.261,220,7.348,2012,0,4,January
102,2012-01-20,1394394.0,normal week,54.11,3.268,220,7.348,2012,0,4,January
103,2012-01-27,1319326.0,normal week,54.26,3.29,220,7.348,2012,0,4,January
104,2012-02-03,1636340.0,normal week,56.55,3.36,220,7.348,2012,0,4,February
105,2012-02-10,1802477.0,holiday week,48.02,3.409,220,7.348,2012,0,4,February
106,2012-02-17,1819870.0,normal week,45.32,3.51,220,7.348,2012,0,4,February
107,2012-02-24,1539388.0,normal week,57.25,3.555,221,7.348,2012,0,4,February
108,2012-03-02,1688421.0,normal week,60.96,3.63,221,7.348,2012,0,4,March
109,2012-03-09,1675431.0,normal week,58.76,3.669,221,7.348,2012,0,4,March
110,2012-03-16,1677473.0,normal week,64.74,3.734,221,7.348,2012,0,4,March
111,2012-03-23,1511068.0,normal week,65.93,3.787,221,7.348,2012,0,4,March
112,2012-03-30,1649605.0,normal week,67.61,3.845,221,7.348,2012,0,4,March
113,2012-04-06,1899677.0,normal week,70.43,3.891,221,7.143,2012,0,4,April
114,2012-04-13,1621032.0,normal week,69.07,3.891,222,7.143,2012,0,4,April
115,2012-04-20,1521578.0,normal week,66.76,3.877,222,7.143,2012,0,4,April
116,2012-04-27,1468928.0,normal week,67.23,3.814,222,7.143,2012,0,4,April
117,2012-05-04,1684520.0,normal week,75.55,3.749,222,7.143,2012,0,4,May
118,2012-05-11,1611096.0,normal week,73.77,3.688,222,7.143,2012,0,4,May
119,2012-05-18,1595902.0,normal week,70.33,3.63,222,7.143,2012,0,4,May
120,2012-05-25,1555445.0,normal week,77.22,3.561,222,7.143,2012,0,4,May
121,2012-06-01,1624478.0,normal week,77.95,3.501,222,7.143,2012,0,4,June
122,2012-06-08,1697231.0,normal week,78.3,3.452,222,7.143,2012,0,4,June
123,2012-06-15,1630607.0,normal week,79.35,3.393,222,7.143,2012,0,4,June
124,2012-06-22,1527846.0,normal week,78.39,3.346,222,7.143,2012,0,4,June
125,2012-06-29,1540421.0,normal week,84.88,3.286,222,7.143,2012,0,4,June
126,2012-07-06,1769854.0,normal week,81.57,3.227,222,6.908,2012,0,4,July
127,2012-07-13,1527014.0,normal week,77.12,3.256,222,6.908,2012,0,4,July
128,2012-07-20,1497955.0,normal week,80.42,3.311,222,6.908,2012,0,4,July
129,2012-07-27,1439124.0,normal week,82.66,3.407,222,6.908,2012,0,4,July
130,2012-08-03,1631136.0,normal week,86.11,3.417,222,6.908,2012,0,4,August
131,2012-08-10,1592410.0,normal week,85.05,3.494,222,6.908,2012,0,4,August
132,2012-08-17,1597868.0,normal week,84.85,3.571,222,6.908,2012,0,4,August
133,2012-08-24,1494122.0,normal week,77.66,3.62,222,6.908,2012,0,4,August
134,2012-08-31,1582083.0,normal week,80.49,3.638,222,6.908,2012,0,4,August
135,2012-09-07,1661767.0,holiday week,83.96,3.73,222,6.908,2012,0,4,September
136,2012-09-14,1517429.0,normal week,74.97,3.717,223,6.908,2012,0,4,September
137,2012-09-21,1506126.0,normal week,69.87,3.721,223,6.908,2012,0,4,September
138,2012-09-28,1437059.0,normal week,76.08,3.666,223,6.908,2012,0,4,September
139,2012-10-05,1670786.0,normal week,68.55,3.617,223,6.573,2012,0,4,October
140,2012-10-12,1573073.0,normal week,62.99,3.601,223,6.573,2012,0,4,October
141,2012-10-19,1508069.0,normal week,67.97,3.594,223,6.573,2012,0,4,October
142,2012-10-26,1493660.0,normal week,69.16,3.506,223,6.573,2012,0,4,October
143,2010-02-05,2136989.0,normal week,40.19,2.572,211,8.324,2010,0,4,February
144,2010-02-12,2137810.0,holiday week,38.49,2.548,211,8.324,2010,0,4,February
145,2010-02-19,2124452.0,normal week,39.69,2.514,211,8.324,2010,0,4,February
146,2010-02-26,1865097.0,normal week,46.1,2.561,211,8.324,2010,0,4,February
147,2010-03-05,1991013.0,normal week,47.17,2.625,211,8.324,2010,0,4,March
148,2010-03-12,1990484.0,normal week,57.56,2.667,211,8.324,2010,0,4,March
149,2010-03-19,1946071.0,normal week,54.52,2.72,211,8.324,2010,0,4,March
150,2010-03-26,1750198.0,normal week,51.26,2.732,211,8.324,2010,0,4,March
151,2010-04-02,2066188.0,normal week,63.27,2.719,210,8.2,2010,0,4,April
152,2010-04-09,1954689.0,normal week,65.41,2.77,210,8.2,2010,0,4,April
153,2010-04-16,1874958.0,normal week,68.07,2.808,210,8.2,2010,0,4,April
154,2010-04-23,1821991.0,normal week,65.11,2.795,210,8.2,2010,0,4,April
155,2010-04-30,1802450.0,normal week,66.98,2.78,210,8.2,2010,0,4,April
156,2010-05-07,2042582.0,normal week,71.28,2.835,210,8.2,2010,0,4,May
157,2010-05-14,1880752.0,normal week,73.31,2.854,210,8.2,2010,0,4,May
158,2010-05-21,1896937.0,normal week,74.83,2.826,210,8.2,2010,0,4,May
159,2010-05-28,1957114.0,normal week,81.13,2.759,211,8.2,2010,0,4,May
160,2010-06-04,2102540.0,normal week,81.81,2.705,211,8.2,2010,0,4,June
161,2010-06-11,2025539.0,normal week,83.4,2.668,211,8.2,2010,0,4,June
162,2010-06-18,2001637.0,normal week,85.81,2.637,211,8.2,2010,0,4,June
163,2010-06-25,1939927.0,normal week,86.26,2.653,211,8.2,2010,0,4,June
164,2010-07-02,2003941.0,normal week,82.74,2.669,211,8.099,2010,0,4,July
165,2010-07-09,1880903.0,normal week,82.59,2.642,211,8.099,2010,0,4,July
166,2010-07-16,1845880.0,normal week,85.32,2.623,211,8.099,2010,0,4,July
167,2010-07-23,1781718.0,normal week,87.66,2.608,211,8.099,2010,0,4,July
168,2010-07-30,1804246.0,normal week,83.49,2.64,211,8.099,2010,0,4,July
169,2010-08-06,1991910.0,normal week,89.53,2.627,211,8.099,2010,0,4,August
170,2010-08-13,1895601.0,normal week,89.05,2.692,211,8.099,2010,0,4,August
171,2010-08-20,1964335.0,normal week,88.7,2.664,211,8.099,2010,0,4,August
172,2010-08-27,1863840.0,normal week,87.12,2.619,211,8.099,2010,0,4,August
173,2010-09-03,1904608.0,normal week,81.83,2.577,211,8.099,2010,0,4,September
174,2010-09-10,1839129.0,holiday week,79.09,2.565,211,8.099,2010,0,4,September
175,2010-09-17,1793904.0,normal week,82.05,2.582,211,8.099,2010,0,4,September
176,2010-09-24,1724557.0,normal week,81.79,2.624,211,8.099,2010,0,4,September
177,2010-10-01,1827440.0,normal week,69.24,2.603,211,8.163,2010,0,4,October
178,2010-10-08,1849921.0,normal week,63.19,2.633,211,8.163,2010,0,4,October
179,2010-10-15,1794355.0,normal week,65.8,2.72,211,8.163,2010,0,4,October
180,2010-10-22,1737948.0,normal week,68.5,2.725,212,8.163,2010,0,4,October
181,2010-10-29,1802755.0,normal week,66.24,2.716,212,8.163,2010,0,4,October
182,2010-11-05,1939061.0,normal week,57.85,2.689,212,8.163,2010,0,4,November
183,2010-11-12,1916813.0,normal week,59.69,2.728,212,8.163,2010,0,4,November
184,2010-11-19,1956739.0,normal week,50.81,2.771,212,8.163,2010,0,4,November
185,2010-11-26,2658725.0,holiday week,62.98,2.735,211,8.163,2010,0,4,November
186,2010-12-03,2015781.0,normal week,49.33,2.708,211,8.163,2010,0,4,December
187,2010-12-10,2378727.0,normal week,45.5,2.843,211,8.163,2010,0,4,December
188,2010-12-17,2609167.0,normal week,47.55,2.869,211,8.163,2010,0,4,December
189,2010-12-24,3436008.0,normal week,49.97,2.886,211,8.163,2010,0,4,December
190,2010-12-31,1750435.0,holiday week,47.3,2.943,211,8.163,2010,0,4,December
191,2011-01-07,1758051.0,normal week,44.69,2.976,211,8.028,2011,0,4,January
192,2011-01-14,1744194.0,normal week,33.02,2.983,211,8.028,2011,0,4,January
193,2011-01-21,1751385.0,normal week,41.4,3.016,211,8.028,2011,0,4,January
194,2011-01-28,1695372.0,normal week,42.83,3.01,212,8.028,2011,0,4,January
195,2011-02-04,1929346.0,normal week,38.25,2.989,212,8.028,2011,0,4,February
196,2011-02-11,2168042.0,holiday week,33.19,3.022,213,8.028,2011,0,4,February
197,2011-02-18,2080885.0,normal week,57.83,3.045,213,8.028,2011,0,4,February
198,2011-02-25,1833511.0,normal week,60.8,3.065,213,8.028,2011,0,4,February
199,2011-03-04,1981608.0,normal week,57.77,3.288,213,8.028,2011,0,4,March
200,2011-03-11,1879107.0,normal week,52.7,3.459,214,8.028,2011,0,4,March
201,2011-03-18,1902558.0,normal week,62.32,3.488,214,8.028,2011,0,4,March
202,2011-03-25,1766162.0,normal week,69.42,3.473,214,8.028,2011,0,4,March
203,2011-04-01,1800171.0,normal week,55.43,3.524,214,7.931,2011,0,4,April
204,2011-04-08,1847553.0,normal week,67.0,3.622,215,7.931,2011,0,4,April
205,2011-04-15,1856468.0,normal week,69.48,3.743,215,7.931,2011,0,4,April
206,2011-04-22,1886340.0,normal week,69.39,3.807,215,7.931,2011,0,4,April
207,2011-04-29,1745545.0,normal week,69.21,3.81,215,7.931,2011,0,4,April
208,2011-05-06,1837744.0,normal week,61.48,3.906,215,7.931,2011,0,4,May
209,2011-05-13,1838513.0,normal week,74.61,3.899,216,7.931,2011,0,4,May
210,2011-05-20,1688282.0,normal week,67.14,3.907,215,7.931,2011,0,4,May
211,2011-05-27,1797733.0,normal week,76.42,3.786,215,7.931,2011,0,4,May
212,2011-06-03,1933756.0,normal week,83.07,3.699,215,7.931,2011,0,4,June
213,2011-06-10,1929153.0,normal week,83.4,3.648,215,7.931,2011,0,4,June
214,2011-06-17,1953772.0,normal week,86.53,3.637,215,7.931,2011,0,4,June
215,2011-06-24,1790926.0,normal week,85.17,3.594,215,7.931,2011,0,4,June
216,2011-07-01,1866243.0,normal week,85.69,3.524,215,7.852,2011,0,4,July
217,2011-07-08,1853162.0,normal week,87.7,3.48,215,7.852,2011,0,4,July
218,2011-07-15,1785187.0,normal week,89.83,3.575,215,7.852,2011,0,4,July
219,2011-07-22,1743816.0,normal week,89.34,3.651,215,7.852,2011,0,4,July
220,2011-07-29,1680693.0,normal week,90.07,3.682,215,7.852,2011,0,4,July
221,2011-08-05,1876704.0,normal week,93.34,3.684,215,7.852,2011,0,4,August
222,2011-08-12,1812768.0,normal week,91.58,3.638,215,7.852,2011,0,4,August
223,2011-08-19,1844095.0,normal week,89.86,3.554,215,7.852,2011,0,4,August
224,2011-08-26,1821140.0,normal week,90.45,3.523,215,7.852,2011,0,4,August
225,2011-09-02,1809120.0,normal week,89.64,3.533,215,7.852,2011,0,4,September
226,2011-09-09,1748001.0,holiday week,77.97,3.546,216,7.852,2011,0,4,September
227,2011-09-16,1691440.0,normal week,78.85,3.526,216,7.852,2011,0,4,September
228,2011-09-23,1669300.0,normal week,75.58,3.467,216,7.852,2011,0,4,September
229,2011-09-30,1650394.0,normal week,78.14,3.355,216,7.852,2011,0,4,September
230,2011-10-07,1837553.0,normal week,69.92,3.285,217,7.441,2011,0,4,October
231,2011-10-14,1743882.0,normal week,71.67,3.274,217,7.441,2011,0,4,October
232,2011-10-21,1834680.0,normal week,64.53,3.353,217,7.441,2011,0,4,October
233,2011-10-28,1769296.0,normal week,65.87,3.372,217,7.441,2011,0,4,October
234,2011-11-04,1959708.0,normal week,55.53,3.332,217,7.441,2011,0,4,November
235,2011-11-11,1920725.0,normal week,59.33,3.297,218,7.441,2011,0,4,November
236,2011-11-18,1902763.0,normal week,62.01,3.308,218,7.441,2011,0,4,November
237,2011-11-25,2614202.0,holiday week,56.36,3.236,218,7.441,2011,0,4,November
238,2011-12-02,1954952.0,normal week,48.74,3.172,218,7.441,2011,0,4,December
239,2011-12-09,2290549.0,normal week,41.76,3.158,219,7.441,2011,0,4,December
240,2011-12-16,2432737.0,normal week,50.13,3.159,219,7.441,2011,0,4,December
241,2011-12-23,3224370.0,normal week,46.66,3.112,219,7.441,2011,0,4,December
242,2011-12-30,1874227.0,holiday week,44.57,3.129,219,7.441,2011,0,4,December
243,2012-01-06,1799520.0,normal week,46.75,3.157,219,7.057,2012,0,4,January
244,2012-01-13,1744725.0,normal week,45.99,3.261,220,7.057,2012,0,4,January
245,2012-01-20,1711769.0,normal week,51.7,3.268,220,7.057,2012,0,4,January
246,2012-01-27,1660906.0,normal week,50.5,3.29,220,7.057,2012,0,4,January
247,2012-02-03,1935300.0,normal week,55.21,3.36,220,7.057,2012,0,4,February
248,2012-02-10,2103323.0,holiday week,46.98,3.409,220,7.057,2012,0,4,February
249,2012-02-17,2196688.0,normal week,43.82,3.51,220,7.057,2012,0,4,February
250,2012-02-24,1861803.0,normal week,54.63,3.555,220,7.057,2012,0,4,February
251,2012-03-02,1952556.0,normal week,58.79,3.63,220,7.057,2012,0,4,March
252,2012-03-09,1937628.0,normal week,57.11,3.669,221,7.057,2012,0,4,March
253,2012-03-16,1976082.0,normal week,63.68,3.734,221,7.057,2012,0,4,March
254,2012-03-23,1790439.0,normal week,64.01,3.787,221,7.057,2012,0,4,March
255,2012-03-30,1857481.0,normal week,66.83,3.845,221,7.057,2012,0,4,March
256,2012-04-06,2129036.0,normal week,68.43,3.891,221,6.891,2012,0,4,April
257,2012-04-13,1935869.0,normal week,68.08,3.891,221,6.891,2012,0,4,April
258,2012-04-20,1847344.0,normal week,65.69,3.877,221,6.891,2012,0,4,April
259,2012-04-27,1764133.0,normal week,67.2,3.814,221,6.891,2012,0,4,April
260,2012-05-04,1923957.0,normal week,76.73,3.749,221,6.891,2012,0,4,May
261,2012-05-11,1917521.0,normal week,73.87,3.688,221,6.891,2012,0,4,May
262,2012-05-18,2000941.0,normal week,71.27,3.63,221,6.891,2012,0,4,May
263,2012-05-25,1912791.0,normal week,78.19,3.561,221,6.891,2012,0,4,May
264,2012-06-01,1910092.0,normal week,78.38,3.501,221,6.891,2012,0,4,June
265,2012-06-08,2010216.0,normal week,78.69,3.452,221,6.891,2012,0,4,June
266,2012-06-15,1962924.0,normal week,80.56,3.393,221,6.891,2012,0,4,June
267,2012-06-22,1887733.0,normal week,81.04,3.346,221,6.891,2012,0,4,June
268,2012-06-29,1881046.0,normal week,86.32,3.286,221,6.891,2012,0,4,June
269,2012-07-06,2041507.0,normal week,84.2,3.227,222,6.565,2012,0,4,July
270,2012-07-13,1830075.0,normal week,80.17,3.256,222,6.565,2012,0,4,July
271,2012-07-20,1819666.0,normal week,83.23,3.311,222,6.565,2012,0,4,July
272,2012-07-27,1757924.0,normal week,86.37,3.407,222,6.565,2012,0,4,July
273,2012-08-03,1946105.0,normal week,90.22,3.417,222,6.565,2012,0,4,August
274,2012-08-10,1866720.0,normal week,88.55,3.494,222,6.565,2012,0,4,August
275,2012-08-17,1928016.0,normal week,84.79,3.571,222,6.565,2012,0,4,August
276,2012-08-24,1876788.0,normal week,76.91,3.62,222,6.565,2012,0,4,August
277,2012-08-31,1947083.0,normal week,82.64,3.638,222,6.565,2012,0,4,August
278,2012-09-07,1898777.0,holiday week,87.65,3.73,222,6.565,2012,0,4,September
279,2012-09-14,1814807.0,normal week,75.88,3.717,222,6.565,2012,0,4,September
280,2012-09-21,1829416.0,normal week,71.09,3.721,222,6.565,2012,0,4,September
281,2012-09-28,1746471.0,normal week,79.45,3.666,223,6.565,2012,0,4,September
282,2012-10-05,1998321.0,normal week,70.27,3.617,223,6.17,2012,0,4,October
283,2012-10-12,1900745.0,normal week,60.97,3.601,223,6.17,2012,0,4,October
284,2012-10-19,1847990.0,normal week,68.08,3.594,223,6.17,2012,0,4,October
285,2012-10-26,1834458.0,normal week,69.79,3.506,223,6.17,2012,0,4,October
286,2010-02-05,461622.0,normal week,45.71,2.572,214,7.368,2010,0,4,February
287,2010-02-12,420729.0,holiday week,47.93,2.548,215,7.368,2010,0,4,February
288,2010-02-19,421642.0,normal week,47.07,2.514,215,7.368,2010,0,4,February
289,2010-02-26,407205.0,normal week,52.05,2.561,215,7.368,2010,0,4,February
290,2010-03-05,415202.0,normal week,53.04,2.625,215,7.368,2010,0,4,March
291,2010-03-12,384201.0,normal week,63.08,2.667,215,7.368,2010,0,4,March
292,2010-03-19,375329.0,normal week,60.42,2.72,215,7.368,2010,0,4,March
293,2010-03-26,359949.0,normal week,57.06,2.732,214,7.368,2010,0,4,March
294,2010-04-02,423294.0,normal week,65.56,2.719,214,7.343,2010,0,4,April
295,2010-04-09,415870.0,normal week,68.0,2.77,214,7.343,2010,0,4,April
296,2010-04-16,354993.0,normal week,66.98,2.808,214,7.343,2010,0,4,April
297,2010-04-23,339977.0,normal week,67.87,2.795,214,7.343,2010,0,4,April
298,2010-04-30,361248.0,normal week,70.24,2.78,214,7.343,2010,0,4,April
299,2010-05-07,399324.0,normal week,73.47,2.835,214,7.343,2010,0,4,May
300,2010-05-14,384358.0,normal week,77.18,2.854,214,7.343,2010,0,4,May
301,2010-05-21,343763.0,normal week,75.81,2.826,214,7.343,2010,0,4,May
302,2010-05-28,350089.0,normal week,78.6,2.759,214,7.343,2010,0,4,May
303,2010-06-04,396969.0,normal week,78.53,2.705,214,7.343,2010,0,4,June
304,2010-06-11,355017.0,normal week,82.1,2.668,215,7.343,2010,0,4,June
305,2010-06-18,364077.0,normal week,83.52,2.637,215,7.343,2010,0,4,June
306,2010-06-25,357346.0,normal week,83.79,2.653,215,7.343,2010,0,4,June
307,2010-07-02,381152.0,normal week,82.2,2.669,215,7.346,2010,0,4,July
308,2010-07-09,349214.0,normal week,81.75,2.642,214,7.346,2010,0,4,July
309,2010-07-16,352729.0,normal week,84.32,2.623,214,7.346,2010,0,4,July
310,2010-07-23,352864.0,normal week,83.32,2.608,215,7.346,2010,0,4,July
311,2010-07-30,347955.0,normal week,82.04,2.64,215,7.346,2010,0,4,July
312,2010-08-06,402636.0,normal week,85.13,2.627,215,7.346,2010,0,4,August
313,2010-08-13,339597.0,normal week,86.74,2.692,215,7.346,2010,0,4,August
314,2010-08-20,351728.0,normal week,88.02,2.664,215,7.346,2010,0,4,August
315,2010-08-27,362134.0,normal week,86.15,2.619,215,7.346,2010,0,4,August
316,2010-09-03,366474.0,normal week,84.16,2.577,215,7.346,2010,0,4,September
317,2010-09-10,352261.0,holiday week,80.84,2.565,215,7.346,2010,0,4,September
318,2010-09-17,363065.0,normal week,82.36,2.582,215,7.346,2010,0,4,September
319,2010-09-24,355627.0,normal week,76.9,2.624,215,7.346,2010,0,4,September
320,2010-10-01,358784.0,normal week,73.6,2.603,215,7.564,2010,0,4,October
321,2010-10-08,395107.0,normal week,66.99,2.633,215,7.564,2010,0,4,October
322,2010-10-15,345584.0,normal week,69.71,2.72,215,7.564,2010,0,4,October
323,2010-10-22,348896.0,normal week,71.64,2.725,215,7.564,2010,0,4,October
324,2010-10-29,348592.0,normal week,72.04,2.716,215,7.564,2010,0,4,October
325,2010-11-05,423176.0,normal week,62.94,2.689,215,7.564,2010,0,4,November
326,2010-11-12,386635.0,normal week,62.79,2.728,215,7.564,2010,0,4,November
327,2010-11-19,372545.0,normal week,57.72,2.771,215,7.564,2010,0,4,November
328,2010-11-26,565568.0,holiday week,68.71,2.735,215,7.564,2010,0,4,November
329,2010-12-03,476421.0,normal week,53.76,2.708,215,7.564,2010,0,4,December
330,2010-12-10,467642.0,normal week,51.13,2.843,215,7.564,2010,0,4,December
